age_rec,tumor_size_rec,tumor_extension_rec,prim_site_rec,sec_rec,race_rec,marital_status_rec,primary_site_rec,derived_ajcc_t_rec,derived_ajcc_n_rec,derived_ajcc_m_rec,summary_stage_rec,radiation_rec,chemotherapy_rec,rx_summ_scope_reg_ln_sur_rec,surg_rad_rec,income_rec
0.5352127176704656,0.18557620734556027,-0.13781485200821503,0.13928691468905915,-0.1828610378084048,-0.01799507657872378,0.21518840972704564,0.02892510666322405,0.008244626418668884,0.09127657303512085,0.19102687896497106,0.2828114725153853,0.11551387566701872,-0.16476656087636224,-0.2627503349743829,0.007791970101070611,-0.0981618628298431
0.845784855120729,-0.062173964946341836,0.07520945376542165,0.19930315885993344,0.06847315091939528,-0.1419902982428663,0.12671103399702052,-0.16089686248154242,-0.14467139054239514,-0.13652529461965998,0.04637919671738299,0.12370449295207199,0.36766963370353756,-0.08701663399018766,-0.20064096515764396,-0.1682076591959074,-0.23413825800492638
0.5074250755754219,0.45945834356071513,-0.1358589203205821,0.09879455761950251,-0.2643673792333087,0.1309334488756205,-0.15119921637626343,-0.13763461659925363,0.18600881846714848,-0.18416668100657985,0.1649064643261878,0.20902010477269653,-0.09373927639634781,0.2672989304467549,-0.1472332159832651,0.024721317058539204,0.001190370813826175
0.6258095151605207,0.14907827807784635,-0.1980508183992244,0.10692920065058312,0.24251214139790908,0.13391546439375507,0.2816113722033857,-0.08998928306916622,0.07510707565409425,0.196589215848039,0.13810706382442284,-0.022751521528803637,-0.023695350256434947,0.004987599153178138,-0.27687454321110605,0.15756263657672534,-0.13427038915866316
0.4477638993388089,0.3683805309398454,0.31076938649458213,-0.16508546389141085,-0.5429016802967057,0.08712386899910642,0.31490959872091,0.0845748113240758,0.15254278389440193,0.020935131696120716,0.19926691230897164,-0.10221945019195693,0.27014125533955813,0.08854772910103792,0.18389650504487626,0.6484197467994125,0.37507994132694394
0.5634293285035162,0.3860896117919337,0.15142575973444425,0.02662394667262425,-0.04002054109913169,-0.028366567816400765,0.118986199057044,0.13196517348324963,0.36882730716876816,0.17355642749030673,0.0038349762668105423,0.2776742400726492,-0.1465843217511978,-0.07453736508386771,0.19912084428132523,0.00170625898063303,-0.1389439508040472
0.6810349919519553,-0.07000404619974769,0.298660696082283,0.16586543470170048,-0.154392755296002,0.005080154944167341,0.31941348373122136,0.04141334293022054,0.37748726468355265,-0.22936723688203445,0.1996686674630835,0.13845335616979346,0.24923109040064026,-0.11978721049810218,-0.058306312677962366,-0.16795638091461484,-0.012859181198793474
0.7919253618202036,0.024350282914464175,0.3333697368586531,-0.19808413999583563,-0.04386719905729071,0.07271909630943948,-0.18073317032351136,0.0653850727650369,0.22918620393665523,-0.0433867295062253,0.14011146373437583,-0.0795980277040904,0.3658344015440474,0.3919767050232407,-0.3243251954444896,-0.012333741881414013,-0.05867305790161814
0.7282190259875868,-0.17748579649794102,0.40135358362379,0.02516203888448506,0.0439450958346567,0.1534650621667835,0.0006588143616935131,0.08465584514844214,0.06047683700058338,-0.2796470591363094,0.2749214575620588,0.19713510844226817,0.0008327596269483206,0.05326142703124101,-0.008845131171347992,-0.05813723224429565,0.17413792200523914
0.4971425004738713,0.24073672182098238,0.09356212477591823,0.1646835266436299,-0.47247877170581487,0.05822201501451109,-0.1281514358494243,-0.18989292099115843,0.11903435247428093,0.052820111809681734,0.15310973852234683,-0.08351953791975261,-0.40925687207344236,0.10768667486930837,0.17622560074435142,-0.08359925335605542,-0.22689541233700375
0.6800104026336546,0.17938680225489975,-0.16582910215699323,0.19630018826559575,-0.05307048029927046,-0.2600420291986347,0.013396525992997428,0.037639812686435965,0.3684940896262171,0.09220579712707618,0.2338053039416069,0.12814619943547972,0.14592925111918928,0.3857979461257791,0.026273494269761315,-0.14173198442597162,-0.10801014150761715
