age_rec,tumor_size_rec,tumor_extension_rec,prim_site_rec,sec_rec,race_rec,marital_status_rec,primary_site_rec,derived_ajcc_t_rec,derived_ajcc_n_rec,derived_ajcc_m_rec,summary_stage_rec,radiation_rec,chemotherapy_rec,rx_summ_scope_reg_ln_sur_rec,surg_rad_rec,income_rec
0.6267132539763274,0.6857927253763667,0.19559854927840561,0.049978050905693475,-0.12844075445616734,0.24096330119182202,0.16736359562027506,0.016579132885003678,0.3814565700137203,0.15378382025963225,0.04198506540237326,0.20860031586184463,-0.3562670571080575,-0.08434522491665344,-0.37549252863388016,0.217331848138299,0.04110203255588008
0.598425421227294,0.8032738674869966,0.1343652836941172,-0.12090362701042064,-0.050762036151740055,0.1270898241431938,0.3306311462595713,0.17237626803182926,0.4055249637101503,0.3128226060761275,0.26157726159687106,0.3481750329236495,0.08624558136197358,0.11506254123396985,-0.19860744523556992,0.018541483484488093,-0.08336944514812049
0.7560814648833221,0.9108375113187398,-0.12014251521904287,0.03281520880749987,-0.16936670371755586,-0.018348610163976365,0.01961506168874122,0.09905268020980877,0.4082932971193839,0.1344075460398146,-0.049134754504590546,0.44362948529243734,-0.021779599051602618,-0.14051766032786017,-0.15202202594271624,0.09333581031013705,-0.0794056184042698
0.7676316611171344,0.7559337301900299,0.256170692469235,0.07627180331134648,-0.2832512607437409,0.001407821625502947,0.16387510646273876,0.1271909205221035,0.40494209104365947,-0.01910133625671553,0.09664673403251069,0.16835555450860096,0.07324778940023907,-0.08333239696855958,-0.2708992591079537,0.023989345444521377,-0.1801849901008495
0.6974254378843028,0.7312879886642256,0.06064790416140845,-0.030436416471157916,0.061376954183398405,-0.15102087317014598,0.3830686691040807,0.39848695158616554,0.42160347259173003,0.23612898779969488,0.0756805214879369,0.4713786985750517,-0.21732916367137545,-0.025213778145357066,-0.18116095307842361,-0.015492529469967813,0.14245818194089704
0.7906425582067748,0.9176441672712484,0.01555935425615375,0.0884945722751139,-0.3032018076306656,-0.01453738692226585,0.15743574451865067,0.2623901397851801,0.32466965169956113,0.13171820607128856,0.14074709004079813,0.5011955274191744,0.03023301670579504,-0.10235943357297328,-0.16047517725261873,0.12823858976796756,-0.12097180188075127
0.6929088119979252,0.7965530733486508,0.29385915724932554,0.18970889196643187,-0.46273987798032823,-0.08889180999037269,0.4775695754867758,0.01742876771147498,0.11546177257501225,0.22610947327113043,0.10418951937387977,0.12458526213174895,0.05386279814241538,-0.06581594812809993,-0.2304864146126822,0.15195996374124066,-0.02110930839568025
0.7045167683886756,0.6303395140124334,0.31556508667567096,0.10069944990025602,-0.3457406682236982,0.03467853635165106,0.2826021527338515,0.15245492900362864,0.22651596773588784,0.40124884855900594,0.13429109465712238,0.26323806611583944,0.03944348700296609,-0.07935217712422371,-0.3921277816900146,0.29371149588961354,-0.16123228223112873
0.5511636843231251,0.9445410150214868,0.26823690334505085,0.10490059752340862,-0.31917357247417155,-0.1505432784554545,0.05539510209797265,-0.16187141452316214,0.3214997573896733,0.2583759211324582,0.014947255778509786,0.29064829954506083,-0.13562294857116677,-0.051691476033921074,-0.18965022208628088,0.12895175040674495,-0.14803258541349276
0.8408253565544501,0.696717542350612,0.1045735200880873,0.09123274956699315,-0.38107457050036003,-0.10372467771322681,0.1827128703612337,-0.1477405828416565,0.19612706884555856,0.21046445008299733,0.2150092384267616,0.19135134437634038,0.05442555545576408,0.03007411275270136,-0.17417106551839542,-0.043900887181450556,-0.03040186298051089
0.4793741756843289,0.7687074811551374,0.21523838637001808,-0.17718986771521072,-0.12459461324294471,0.21963417790900666,0.32521628472885544,-0.04272163291929934,0.2706335614089568,0.054514037038524595,0.17113574933867712,0.17276954619969642,0.1243679900474098,0.239433126336234,-0.1936886768561749,-0.05373229345278752,-0.3507895751382631
0.7185499274076406,0.9855454955607241,0.2753136242198959,-0.03375901039410649,-0.26384255254020217,0.11726810506755007,0.10395434384380216,0.06497193890824948,0.3190222120336751,0.2980647170630548,0.24946198115139895,0.2058770886557985,0.03348202151395189,0.09133220356467672,-0.44668774917463006,0.20539118196897269,0.08471980838729083
0.8007467301141513,0.7722068871485492,0.13559396988574174,0.13416961663897833,-0.2307300499463645,-0.10346857680465325,0.0713964768970418,0.1875932093383327,0.33279782167773364,0.10970772052548262,0.11171317124212543,0.3527171937916158,0.20170830209573512,-0.03344480663734609,-0.06494527367350549,0.11492350107298345,-0.05113259079483614
0.6054166383971101,0.7000740784218115,0.105576881044294,0.05815037870356385,-0.4685600839066402,-0.0934694664880669,0.20010107218843712,-0.06087387076384132,0.3077597947703298,0.049223351798182935,0.12165619148255886,0.4705573370691286,0.039579751254503304,0.17172659059367412,-0.24889616684502597,0.1007126265440208,-0.07132986359820305
